date,product_id,product_name,brand,category,selling_price,units_sold,revenue,promotion_discount_pct
2025-02-04,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.96,292,2324.32,0
2025-02-05,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.11,269,2181.59,0
2025-02-06,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.29,251,2080.79,0
2025-02-07,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.47,256,2168.32,15
2025-02-08,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.65,314,2716.1,0
2025-02-09,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,9.22,299,2756.78,0
2025-02-10,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.44,195,2035.8,0
2025-02-11,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.16,147,1640.52,15
2025-02-12,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.25,136,1530.0,5
2025-02-13,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.46,122,1520.12,0
2025-02-14,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.98,126,1509.48,15
2025-02-15,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.55,143,1794.65,15
2025-02-16,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.96,139,1801.44,0
2025-02-17,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.49,107,1443.43,0
2025-02-18,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.64,97,1420.08,0
2025-02-19,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.85,99,1470.15,15
2025-02-20,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.05,91,1369.55,5
2025-02-21,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.53,93,1444.29,5
2025-02-22,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.58,111,1729.38,0
2025-02-23,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.78,102,1609.56,0
2025-02-24,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.77,91,1435.07,5
2025-02-25,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.43,84,1296.12,0
2025-02-26,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.11,77,1240.47,10
2025-02-27,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.7,85,1334.5,5
2025-02-28,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.84,84,1246.56,0
2025-03-01,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.38,124,1907.12,5
2025-03-02,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.32,126,1930.32,0
2025-03-03,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.67,123,1681.41,10
2025-03-04,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.13,114,1610.82,5
2025-03-05,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.39,145,1796.55,0
2025-03-06,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.27,137,1680.99,0
2025-03-07,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.15,146,1773.9,0
2025-03-08,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.76,202,2375.52,0
2025-03-09,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.16,266,2702.56,15
2025-03-10,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,9.76,360,3513.6,0
2025-03-11,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,9.28,359,3331.52,15
2025-03-12,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,9.7,368,3569.6,0
2025-03-13,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.99,333,2993.67,5
2025-03-14,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.75,433,3788.75,0
2025-03-15,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.47,584,4946.48,15
2025-03-16,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.31,493,3603.83,10
2025-03-17,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.47,426,3182.22,0
2025-03-18,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.91,248,1961.68,0
2025-03-19,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.07,311,2198.77,5
2025-03-20,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.69,283,2176.27,0
2025-03-21,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.31,243,2019.33,5
2025-03-22,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.39,303,2542.17,15
2025-03-23,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.38,319,2673.22,10
2025-03-24,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,9.15,220,2013.0,0
2025-03-25,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.06,177,1780.62,5
2025-03-26,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.41,164,1707.24,5
2025-03-27,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.05,136,1502.8,0
2025-03-28,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.7,119,1392.3,5
2025-03-29,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.54,154,1931.16,10
2025-03-30,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.06,140,1828.4,10
2025-03-31,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.7,99,1356.3,10
2025-04-01,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.77,133,1831.41,5
2025-04-02,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.9,119,1654.1,0
2025-04-03,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.41,109,1570.69,0
2025-04-04,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.94,114,1703.16,0
2025-04-05,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.54,119,1849.26,15
2025-04-06,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.53,122,1894.66,0
2025-04-07,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.46,96,1580.16,0
2025-04-08,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.55,105,1632.75,10
2025-04-09,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.82,98,1550.36,0
2025-04-10,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.57,98,1623.86,0
2025-04-11,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.23,93,1416.39,5
2025-04-12,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.92,110,1751.2,15
2025-04-13,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.97,103,1644.91,5
2025-04-14,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.17,91,1380.47,15
2025-04-15,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.39,94,1352.66,15
2025-04-16,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.85,108,1495.8,15
2025-04-17,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.27,105,1393.35,15
2025-04-18,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.11,112,1468.32,10
2025-04-19,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.15,175,2126.25,5
2025-04-20,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.35,151,1864.85,15
2025-04-21,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.33,149,1688.17,5
2025-04-22,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.18,186,1893.48,0
2025-04-23,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,9.88,190,1877.2,0
2025-04-24,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,9.52,179,1704.08,10
2025-04-25,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.69,207,1798.83,0
2025-04-26,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.97,225,2018.25,0
2025-04-27,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.87,287,2258.69,15
2025-04-28,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.5,245,1837.5,10
2025-04-29,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.55,273,2061.15,10
2025-04-30,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.9,234,1848.6,5
2025-05-01,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.79,286,2227.94,15
2025-05-02,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.07,331,2340.17,10
2025-05-03,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.31,405,2960.55,15
2025-05-04,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.38,334,2798.92,0
2025-05-05,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.75,262,2292.5,5
2025-05-06,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.29,269,2230.01,0
2025-05-07,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,9.34,229,2138.86,0
2025-05-08,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,9.32,207,1929.24,0
2025-05-09,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.19,206,2099.14,10
2025-05-10,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.0,219,2409.0,0
2025-05-11,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.67,199,2123.33,0
2025-05-12,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.35,127,1568.45,0
2025-05-13,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.73,117,1489.41,0
2025-05-14,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.56,109,1478.04,0
2025-05-15,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.32,104,1489.28,5
2025-05-16,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.88,98,1360.24,15
2025-05-17,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.0,118,1652.0,0
2025-05-18,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.87,117,1739.79,10
2025-05-19,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.93,75,1194.75,0
2025-05-20,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.4,86,1324.4,0
2025-05-21,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.21,81,1313.01,10
2025-05-22,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.42,84,1295.28,10
2025-05-23,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.79,78,1231.62,0
2025-05-24,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.15,100,1615.0,0
2025-05-25,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.8,100,1580.0,15
2025-05-26,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.79,72,1136.88,10
2025-05-27,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.75,72,1134.0,15
2025-05-28,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.61,76,1186.36,0
2025-05-29,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.37,92,1322.04,0
2025-05-30,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.52,103,1392.56,0
2025-05-31,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.04,123,1603.92,15
2025-06-01,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.3,152,2021.6,0
2025-06-02,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.65,131,1657.15,0
2025-06-03,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.01,144,1729.44,10
2025-06-04,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.62,158,1835.96,0
2025-06-05,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.14,200,2028.0,0
2025-06-06,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,9.5,209,1985.5,10
2025-06-07,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,9.93,242,2403.06,0
2025-06-08,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.58,286,2453.88,0
2025-06-09,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,9.17,230,2109.1,15
2025-06-10,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.76,293,2273.68,0
2025-06-11,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.92,253,2003.76,0
2025-06-12,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.27,254,1846.58,0
2025-06-13,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.85,254,1993.9,15
2025-06-14,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.14,303,2466.42,0
2025-06-15,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.88,290,2285.2,5
2025-06-16,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.3,280,2044.0,15
2025-06-17,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.38,206,1726.28,0
2025-06-18,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,7.84,238,1865.92,10
2025-06-19,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.62,206,1775.72,5
2025-06-20,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,8.65,190,1643.5,0
2025-06-21,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.01,206,2062.06,5
2025-06-22,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.84,172,1864.48,0
2025-06-23,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.17,156,1586.52,10
2025-06-24,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.99,110,1318.9,10
2025-06-25,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.3,139,1570.7,15
2025-06-26,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.13,100,1313.0,5
2025-06-27,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.2,100,1320.0,0
2025-06-28,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.22,110,1454.2,0
2025-06-29,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.39,102,1467.78,0
2025-01-01,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,17.42,176,3065.92,15
2025-01-02,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,18.6,151,2808.6,0
2025-01-03,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,18.87,144,2717.28,0
2025-01-04,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,19.7,163,3211.1,10
2025-01-05,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,21.88,155,3391.4,15
2025-01-06,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,20.6,123,2533.8,10
2025-01-07,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,22.68,112,2540.16,10
2025-01-08,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,21.73,109,2368.57,15
2025-01-09,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,23.66,106,2507.96,0
2025-01-10,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,22.78,117,2665.26,0
2025-01-11,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,23.1,110,2541.0,0
2025-01-12,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,23.49,113,2654.37,0
2025-01-13,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,22.51,101,2273.51,0
2025-01-14,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,23.4,97,2269.8,10
2025-01-15,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,21.17,100,2117.0,0
2025-01-16,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,20.56,106,2179.36,5
2025-01-17,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,21.55,114,2456.7,15
2025-01-18,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,21.06,139,2927.34,10
2025-01-19,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,20.38,153,3118.14,0
2025-01-20,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,18.17,133,2416.61,0
2025-01-21,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,18.75,135,2531.25,15
2025-01-22,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,17.75,152,2698.0,0
2025-01-23,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,15.85,164,2599.4,0
2025-01-24,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,15.3,185,2830.5,0
2025-01-25,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,14.54,266,3867.64,15
2025-01-26,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,14.68,214,3141.52,0
2025-01-27,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,12.87,213,2741.31,10
2025-01-28,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,12.7,240,3048.0,0
2025-01-29,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,12.75,235,2996.25,0
2025-01-30,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,11.24,287,3225.88,15
2025-01-31,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,11.35,261,2962.35,0
2025-02-01,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,10.76,478,5143.28,5
2025-02-02,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,10.6,491,5204.6,0
2025-02-03,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,11.96,305,3647.8,0
2025-02-04,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,11.23,344,3863.12,10
2025-02-05,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,12.51,302,3778.02,10
2025-02-06,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,11.38,356,4051.28,0
2025-02-07,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,11.63,320,3721.6,0
2025-02-08,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,12.36,396,4894.56,5
2025-02-09,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,13.46,360,4845.6,0
2025-02-10,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,14.55,257,3739.35,10
2025-02-11,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,14.71,190,2794.9,10
2025-02-12,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,15.85,178,2821.3,15
2025-02-13,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,16.19,166,2687.54,0
2025-02-14,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,17.58,165,2900.7,0
2025-02-15,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,18.71,181,3386.51,0
2025-02-16,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,18.69,176,3289.44,15
2025-02-17,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,19.42,141,2738.22,10
2025-02-18,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,19.95,135,2693.25,0
2025-02-19,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,21.74,120,2608.8,15
2025-02-20,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,21.53,118,2540.54,15
2025-02-21,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,22.39,111,2485.29,15
2025-02-22,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,22.06,128,2823.68,0
2025-02-23,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,23.73,122,2895.06,5
2025-02-24,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,22.21,107,2376.47,0
2025-02-25,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,22.73,98,2227.54,10
2025-02-26,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,22.12,101,2234.12,0
2025-02-27,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,21.87,100,2187.0,5
2025-02-28,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,21.5,103,2214.5,0
2025-03-01,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,21.88,168,3675.84,10
2025-03-02,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,20.87,175,3652.25,15
2025-03-03,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,20.4,149,3039.6,0
2025-03-04,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,19.6,150,2940.0,10
2025-03-05,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,18.4,174,3201.6,0
2025-03-06,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,17.32,187,3238.84,15
2025-03-07,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,17.19,182,3128.58,15
2025-03-08,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,15.57,272,4235.04,5
2025-03-09,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,15.99,249,3981.51,15
2025-03-10,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,15.28,305,4660.4,0
2025-03-11,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,14.13,321,4535.73,15
2025-03-12,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,13.99,385,5386.15,15
2025-03-13,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,12.43,572,7109.96,15
2025-03-14,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,12.05,578,6964.9,0
2025-03-15,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,10.94,868,9495.92,5
2025-03-16,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,11.25,627,7053.75,0
2025-03-17,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,10.63,628,6675.64,0
2025-03-18,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,11.86,293,3474.98,0
2025-03-19,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,10.17,375,3813.75,0
2025-03-20,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,11.35,326,3700.1,0
2025-03-21,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,11.2,347,3886.4,0
2025-03-22,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,11.25,378,4252.5,0
2025-03-23,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,12.68,338,4285.84,0
