product_id,retailer_company,store_location,retailer_type,business_strategy,region,minimum_safe_price,supply_risk,optimal_price,elasticity,inventory_pressure,urgency_score,market_pressure,competitive_gap,retailer_type_encoded,business_strategy_encoded,region_encoded,event_score,target_E1_weight,target_E2_weight,target_E3_weight,target_E4_weight
SKU_1036,Reliance Retail,Delhi,premium,margin_first,urban,13.96,0.192,21.71,-0.1677524,-0.347,0.0,0.876,1.5444176,2.0,2.0,0.0,0.0,0.28784904,0.120646834,0.19479342,0.39671072
SKU_1036,Reliance Retail,Delhi,standard,margin_first,rural,13.96,0.192,21.71,-0.1677524,-0.347,0.0,0.876,0.17,1.0,2.0,2.0,0.0,0.33975458,0.14240213,0.16422786,0.35361543
SKU_1085,More Retail,Mumbai,discount,volume_first,urban,306.86,0.9761137,437.775,-0.18523566,-0.397,0.0,0.62,-6.32,0.0,0.0,0.0,0.0,0.30792052,0.20858838,0.1113009,0.3721902
SKU_1085,More Retail,Mumbai,standard,balanced,suburban,306.86,0.282,437.775,-0.18523566,1.0,1.0,0.62,-6.32,1.0,1.0,1.0,0.0,0.18321547,0.14108881,0.34152582,0.3341699
SKU_1085,More Retail,Mumbai,premium,margin_first,urban,306.86,0.282,437.775,-0.18523566,-0.397,0.0,0.62,2.9252038,2.0,2.0,0.0,0.0,0.31296635,0.124641016,0.19963227,0.36276037
SKU_1085,More Retail,Mumbai,standard,margin_first,rural,306.86,0.282,437.775,-0.18523566,-0.397,0.0,0.62,-6.32,1.0,2.0,2.0,0.0,0.33189702,0.13218029,0.15121971,0.38470295
SKU_1063,JioMart,Chennai,discount,volume_first,urban,83.14,0.86583745,140.075,-0.2621432,0.026,0.016,0.83,0.73,0.0,0.0,0.0,0.0,0.2979541,0.2172751,0.11588874,0.36888206
SKU_1063,JioMart,Chennai,standard,balanced,suburban,83.14,0.124,140.075,-0.2621432,-1.0,1.0,0.83,0.73,1.0,1.0,1.0,0.0,0.16049324,0.15109247,0.35555762,0.33285666
SKU_1063,JioMart,Chennai,premium,margin_first,urban,83.14,0.124,140.075,-0.2621432,0.026,0.016,0.83,2.8946605,2.0,2.0,0.0,0.0,0.27834594,0.12761621,0.19970503,0.39433283
SKU_1063,JioMart,Chennai,standard,margin_first,rural,83.14,0.124,140.075,-0.2621432,0.026,0.016,0.83,0.73,1.0,2.0,2.0,0.0,0.31186116,0.14298229,0.16054466,0.3846119
SKU_1050,Star Bazaar,Delhi,discount,volume_first,urban,22.7,0.97985333,37.258,-0.17630918,-0.315,0.0,0.86,2.06,0.0,0.0,0.0,0.0,0.29886776,0.20168853,0.10782464,0.3916191
SKU_1050,Star Bazaar,Delhi,standard,balanced,suburban,22.7,0.114,37.258,-0.17630918,-1.0,1.0,0.86,2.06,1.0,1.0,1.0,0.0,0.15134186,0.13971631,0.3393315,0.3696103
SKU_1050,Star Bazaar,Delhi,premium,margin_first,urban,22.7,0.114,37.258,-0.17630918,-0.315,0.0,0.86,-2.3201938,2.0,2.0,0.0,0.0,0.27748027,0.123266555,0.19824065,0.4010125
SKU_1050,Star Bazaar,Delhi,standard,margin_first,rural,22.7,0.114,37.258,-0.17630918,-0.315,0.0,0.86,2.06,1.0,2.0,2.0,0.0,0.29414043,0.1306676,0.15010229,0.4250897
SKU_1097,DMart,Kolkata,discount,volume_first,urban,199.54,0.92322826,442.806,-0.22566321,-0.604,0.0,0.537,-8.68,0.0,0.0,0.0,0.0,0.30502585,0.21414135,0.1132864,0.3675464
SKU_1097,DMart,Kolkata,standard,balanced,suburban,199.54,0.242,442.806,-0.22566321,-1.0,1.0,0.537,-8.68,1.0,1.0,1.0,0.0,0.17914046,0.14588484,0.34789753,0.32707718
SKU_1097,DMart,Kolkata,premium,margin_first,urban,199.54,0.242,442.806,-0.22566321,-0.604,0.0,0.537,-2.9891696,2.0,2.0,0.0,0.0,0.31116766,0.12952204,0.20368183,0.3556285
SKU_1097,DMart,Kolkata,standard,margin_first,rural,199.54,0.242,442.806,-0.22566321,-0.604,0.0,0.537,-8.68,1.0,2.0,2.0,0.0,0.33039492,0.1375253,0.15447676,0.37760302
SKU_1075,JioMart,Hyderabad,discount,volume_first,urban,81.03,0.8997028,133.9,-0.24844715,-0.665,1.0,0.756,2.28,0.0,0.0,0.0,0.0,0.2642103,0.18868947,0.19868544,0.34841478
SKU_1075,JioMart,Hyderabad,standard,balanced,suburban,81.03,0.221,133.9,-0.24844715,-1.0,1.0,0.756,2.28,1.0,1.0,1.0,0.0,0.16969979,0.1424808,0.3369631,0.35085633
SKU_1075,JioMart,Hyderabad,premium,margin_first,urban,81.03,0.221,133.9,-0.24844715,-0.665,1.0,0.756,2.828025,2.0,2.0,0.0,0.0,0.25990704,0.11081582,0.29571295,0.3335642
SKU_1075,JioMart,Hyderabad,standard,margin_first,rural,81.03,0.221,133.9,-0.24844715,-0.665,1.0,0.756,2.28,1.0,2.0,2.0,0.0,0.27338073,0.11656056,0.25920236,0.35085633
SKU_1017,More Retail,Chennai,discount,volume_first,urban,35.91,0.9763203,61.737,-0.3401292,-0.44,0.0,0.694,0.5,0.0,0.0,0.0,0.0,0.32039654,0.22419164,0.11579837,0.33961347
SKU_1017,More Retail,Chennai,standard,balanced,suburban,35.91,0.095,61.737,-0.3401292,1.0,1.0,0.694,0.5,1.0,1.0,1.0,0.0,0.16181433,0.16225018,0.37133035,0.30460513
SKU_1017,More Retail,Chennai,premium,margin_first,urban,35.91,0.095,61.737,-0.3401292,-0.44,0.0,0.694,1.8134207,2.0,2.0,0.0,0.0,0.28006977,0.13562326,0.20284411,0.38146284
SKU_1017,More Retail,Chennai,standard,margin_first,rural,35.91,0.095,61.737,-0.3401292,-0.44,0.0,0.694,0.5,1.0,2.0,2.0,0.0,0.32206726,0.15596049,0.16661525,0.355357
SKU_1028,BigBasket,Mumbai,discount,volume_first,urban,28.24,0.9428387,43.082,-0.1993751,-0.302,0.0,0.64,1.23,0.0,0.0,0.0,0.0,0.30541864,0.21107212,0.11228733,0.3712219
SKU_1028,BigBasket,Mumbai,standard,balanced,suburban,28.24,0.289,43.082,-0.1993751,1.0,1.0,0.64,1.23,1.0,1.0,1.0,0.0,0.18505076,0.142253,0.3425402,0.33015606
SKU_1028,BigBasket,Mumbai,premium,margin_first,urban,28.24,0.289,43.082,-0.1993751,-0.302,0.0,0.64,2.9392781,2.0,2.0,0.0,0.0,0.31260502,0.12474566,0.19851539,0.36413395
SKU_1028,BigBasket,Mumbai,standard,margin_first,rural,28.24,0.289,43.082,-0.1993751,-0.302,0.0,0.64,1.23,1.0,2.0,2.0,0.0,0.33451942,0.13349064,0.151737,0.38025296
SKU_1100,DMart,Chennai,discount,volume_first,urban,316.63,0.930938,585.52,-0.26469314,-0.205,0.0,0.71,4.53,0.0,0.0,0.0,0.0,0.29833975,0.21033409,0.11036077,0.38096538
SKU_1100,DMart,Chennai,standard,balanced,suburban,316.63,0.254,585.52,-0.26469314,-1.0,1.0,0.71,4.53,1.0,1.0,1.0,0.0,0.17574434,0.14336948,0.33707237,0.3438138
SKU_1100,DMart,Chennai,premium,margin_first,urban,316.63,0.254,585.52,-0.26469314,-0.205,0.0,0.71,1.9454744,2.0,2.0,0.0,0.0,0.30303043,0.12734662,0.19680952,0.37281346
SKU_1100,DMart,Chennai,standard,margin_first,rural,316.63,0.254,585.52,-0.26469314,-0.205,0.0,0.71,4.53,1.0,2.0,2.0,0.0,0.32108548,0.13493414,0.14895411,0.3950263
SKU_1064,Star Bazaar,Kolkata,discount,volume_first,urban,16.75,0.8874998,32.708,-0.15587692,-0.417,0.0,0.75,1.44,0.0,0.0,0.0,0.0,0.29345292,0.2068164,0.11105126,0.38867941
SKU_1064,Star Bazaar,Kolkata,standard,balanced,suburban,16.75,0.268,32.708,-0.15587692,-1.0,1.0,0.75,1.44,1.0,1.0,1.0,0.0,0.17773066,0.13729806,0.33602363,0.34894764
SKU_1064,Star Bazaar,Kolkata,premium,margin_first,urban,16.75,0.268,32.708,-0.15587692,-0.417,0.0,0.75,-1.7643796,2.0,2.0,0.0,0.0,0.3047544,0.12081886,0.19614571,0.37828103
SKU_1064,Star Bazaar,Kolkata,standard,margin_first,rural,16.75,0.268,32.708,-0.15587692,-0.417,0.0,0.75,1.44,1.0,2.0,2.0,0.0,0.32284728,0.12799172,0.14842188,0.4007391
SKU_1101,Star Bazaar,Pune,discount,volume_first,urban,448.68,0.93343586,803.3327,-0.2594733,-0.281,0.0,0.554,-18.48,0.0,0.0,0.0,0.0,0.30497897,0.21450181,0.11267099,0.36784822
SKU_1101,Star Bazaar,Pune,standard,balanced,suburban,448.68,0.229,803.3327,-0.2594733,-1.0,1.0,0.554,-18.48,1.0,1.0,1.0,0.0,0.17633417,0.14738435,0.34716707,0.3291144
SKU_1101,Star Bazaar,Pune,premium,margin_first,urban,448.68,0.229,803.3327,-0.2594733,-0.281,0.0,0.554,2.5739348,2.0,2.0,0.0,0.0,0.3078156,0.1311895,0.20321694,0.35777795
SKU_1101,Star Bazaar,Pune,standard,margin_first,rural,448.68,0.229,803.3327,-0.2594733,-0.281,0.0,0.554,-18.48,1.0,2.0,2.0,0.0,0.32678968,0.13927615,0.15410246,0.37983173
SKU_1042,More Retail,Chennai,discount,volume_first,urban,23.24,0.8923526,37.414,-0.19080004,-0.004,0.0,0.751,0.27,0.0,0.0,0.0,0.0,0.31581268,0.22366929,0.11920637,0.34131166
SKU_1042,More Retail,Chennai,standard,balanced,suburban,23.24,0.107,37.414,-0.19080004,-1.0,1.0,0.751,0.27,1.0,1.0,1.0,0.0,0.166896,0.15623023,0.37739575,0.29947802
SKU_1042,More Retail,Chennai,premium,margin_first,urban,23.24,0.107,37.414,-0.19080004,-0.004,0.0,0.751,2.10532,2.0,2.0,0.0,0.0,0.28146526,0.12650202,0.20209835,0.38993433
SKU_1042,More Retail,Chennai,standard,margin_first,rural,23.24,0.107,37.414,-0.19080004,-0.004,0.0,0.751,0.27,1.0,2.0,2.0,0.0,0.33107388,0.14879817,0.1697989,0.35032907
SKU_1028,BigBasket,Pune,discount,volume_first,urban,28.24,0.9772425,43.082,-0.1993751,-0.502,0.0,0.596,0.39,0.0,0.0,0.0,0.0,0.32965463,0.22385733,0.11908888,0.32739916
SKU_1028,BigBasket,Pune,standard,balanced,suburban,28.24,0.289,43.082,-0.1993751,-1.0,1.0,0.596,0.39,1.0,1.0,1.0,0.0,0.19970001,0.15351424,0.36965686,0.2771289
SKU_1028,BigBasket,Pune,premium,margin_first,urban,28.24,0.289,43.082,-0.1993751,-0.502,0.0,0.596,2.8034074,2.0,2.0,0.0,0.0,0.3149631,0.12568666,0.20001286,0.3593374
SKU_1028,BigBasket,Pune,standard,margin_first,rural,28.24,0.289,43.082,-0.1993751,-0.502,0.0,0.596,0.39,1.0,2.0,2.0,0.0,0.36539018,0.14580968,0.16573991,0.3230602
SKU_1028,JioMart,Chennai,discount,volume_first,urban,28.24,0.8754789,43.082,-0.1993751,-0.598,0.859,0.596,0.39,0.0,0.0,0.0,0.0,0.288104,0.20625722,0.2039804,0.3016584
SKU_1028,JioMart,Chennai,standard,balanced,suburban,28.24,0.289,43.082,-0.1993751,1.0,1.0,0.596,0.39,1.0,1.0,1.0,0.0,0.19970001,0.15351424,0.36965686,0.2771289
SKU_1028,JioMart,Chennai,premium,margin_first,urban,28.24,0.289,43.082,-0.1993751,-0.598,0.859,0.596,-2.1522639,2.0,2.0,0.0,0.0,0.28053522,0.11194814,0.28745762,0.32005903
SKU_1028,JioMart,Chennai,standard,margin_first,rural,28.24,0.289,43.082,-0.1993751,-0.598,0.859,0.596,0.39,1.0,2.0,2.0,0.0,0.3198526,0.12763782,0.2697115,0.28279808
SKU_1031,More Retail,Chennai,discount,volume_first,urban,46.14,0.9436708,92.612,-0.3598622,-0.192,0.0,0.617,3.28,0.0,0.0,0.0,0.0,0.30216467,0.21586235,0.111043446,0.37092954
SKU_1031,More Retail,Chennai,standard,balanced,suburban,46.14,0.095,92.612,-0.3598622,-1.0,1.0,0.617,3.28,1.0,1.0,1.0,0.0,0.15275007,0.15422566,0.35052973,0.34249452
SKU_1031,More Retail,Chennai,premium,margin_first,urban,46.14,0.095,92.612,-0.3598622,-0.192,0.0,0.617,2.166333,2.0,2.0,0.0,0.0,0.28354147,0.13846225,0.20535854,0.37263775
SKU_1031,More Retail,Chennai,standard,margin_first,rural,46.14,0.095,92.612,-0.3598622,-0.192,0.0,0.617,3.28,1.0,2.0,2.0,0.0,0.3012149,0.14709274,0.15582769,0.39586467
SKU_1066,More Retail,Kolkata,discount,volume_first,urban,30.48,0.9225962,55.341,-0.2482027,-0.135,0.0,0.484,0.88,0.0,0.0,0.0,0.0,0.3166735,0.2234523,0.11765099,0.3422232
SKU_1066,More Retail,Kolkata,standard,balanced,suburban,30.48,0.214,55.341,-0.2482027,-1.0,1.0,0.484,0.88,1.0,1.0,1.0,0.0,0.18284445,0.154661,0.36580145,0.29669312
SKU_1066,More Retail,Kolkata,premium,margin_first,urban,30.48,0.214,55.341,-0.2482027,-0.135,0.0,0.484,1.8281875,2.0,2.0,0.0,0.0,0.3096901,0.13264357,0.20649938,0.35116696
SKU_1066,More Retail,Kolkata,standard,margin_first,rural,30.48,0.214,55.341,-0.2482027,-0.135,0.0,0.484,0.88,1.0,2.0,2.0,0.0,0.34376386,0.14723773,0.16372827,0.34527016
SKU_1035,More Retail,Bengaluru,discount,volume_first,urban,52.51,0.97296655,104.845,-0.31898072,-0.267,0.0,0.62,-1.74,0.0,0.0,0.0,0.0,0.30575946,0.21337686,0.110696055,0.3701676
SKU_1035,More Retail,Bengaluru,standard,balanced,suburban,52.51,0.142,104.845,-0.31898072,1.0,1.0,0.62,-1.74,1.0,1.0,1.0,0.0,0.1604735,0.1509415,0.3480406,0.34054437
SKU_1035,More Retail,Bengaluru,premium,margin_first,urban,52.51,0.142,104.845,-0.31898072,-0.267,0.0,0.62,-2.7501025,2.0,2.0,0.0,0.0,0.29092953,0.135013,0.20377293,0.37028453
SKU_1035,More Retail,Bengaluru,standard,margin_first,rural,52.51,0.142,104.845,-0.31898072,-0.267,0.0,0.62,-1.74,1.0,2.0,2.0,0.0,0.3089148,0.14335951,0.15455014,0.39317554
SKU_1033,Star Bazaar,Hyderabad,discount,volume_first,urban,38.75,0.91123015,69.914,-0.2645523,0.014,0.005,0.433,3.35,0.0,0.0,0.0,0.0,0.30733725,0.2189053,0.115435734,0.3583217
SKU_1033,Star Bazaar,Hyderabad,standard,balanced,suburban,38.75,0.303,69.914,-0.2645523,1.0,1.0,0.433,3.35,1.0,1.0,1.0,0.0,0.19117752,0.1484399,0.34901103,0.31137154
SKU_1033,Star Bazaar,Hyderabad,premium,margin_first,urban,38.75,0.303,69.914,-0.2645523,0.014,0.005,0.433,2.9474676,2.0,2.0,0.0,0.0,0.32448184,0.13214749,0.20497122,0.33839947
SKU_1033,Star Bazaar,Hyderabad,standard,margin_first,rural,38.75,0.303,69.914,-0.2645523,0.014,0.005,0.433,3.35,1.0,2.0,2.0,0.0,0.34459034,0.14033681,0.15570241,0.35937044
SKU_1041,Star Bazaar,Kolkata,discount,volume_first,urban,18.24,0.9055974,31.057,-0.2163692,0.031,0.002,0.852,1.83,0.0,0.0,0.0,0.0,0.29065248,0.2055335,0.10916479,0.39464924
SKU_1041,Star Bazaar,Kolkata,standard,balanced,suburban,18.24,0.254,31.057,-0.2163692,-1.0,1.0,0.852,1.83,1.0,1.0,1.0,0.0,0.17236847,0.13815768,0.33059752,0.35887632
SKU_1041,Star Bazaar,Kolkata,premium,margin_first,urban,18.24,0.254,31.057,-0.2163692,0.031,0.002,0.852,2.3920054,2.0,2.0,0.0,0.0,0.29664707,0.12200397,0.19293894,0.38841003
SKU_1041,Star Bazaar,Kolkata,standard,margin_first,rural,18.24,0.254,31.057,-0.2163692,0.031,0.002,0.852,1.83,1.0,2.0,2.0,0.0,0.31392777,0.12911113,0.14592485,0.41103625
SKU_1073,JioMart,Ahmedabad,discount,volume_first,urban,46.01,0.88578266,89.843,-0.3212109,-0.666,1.0,0.529,-2.68,0.0,0.0,0.0,0.0,0.26930463,0.19671626,0.20401126,0.32996783
SKU_1073,JioMart,Ahmedabad,standard,balanced,suburban,46.01,0.122,89.843,-0.3212109,1.0,1.0,0.529,-2.68,1.0,1.0,1.0,0.0,0.1596382,0.15386847,0.35450915,0.3319842
SKU_1073,JioMart,Ahmedabad,premium,margin_first,urban,46.01,0.122,89.843,-0.3212109,-0.666,1.0,0.529,1.73989,2.0,2.0,0.0,0.0,0.25482008,0.120050974,0.3103147,0.31481424
SKU_1073,JioMart,Ahmedabad,standard,margin_first,rural,46.01,0.122,89.843,-0.3212109,-0.666,1.0,0.529,-2.68,1.0,2.0,2.0,0.0,0.26871794,0.12659854,0.27269936,0.3319842
SKU_1098,JioMart,Delhi,discount,volume_first,urban,311.24,0.9734183,527.631,-0.27780387,-0.624,1.0,0.687,6.0,0.0,0.0,0.0,0.0,0.273589,0.18925168,0.198053,0.33910635
SKU_1098,JioMart,Delhi,standard,balanced,suburban,311.24,0.089,527.631,-0.27780387,1.0,1.0,0.687,6.0,1.0,1.0,1.0,0.0,0.15074821,0.14894149,0.3485198,0.35179052
SKU_1098,JioMart,Delhi,premium,margin_first,urban,311.24,0.089,527.631,-0.27780387,-0.624,1.0,0.687,2.6605203,2.0,2.0,0.0,0.0,0.24485627,0.11591698,0.3053388,0.33388796
SKU_1098,JioMart,Delhi,standard,margin_first,rural,311.24,0.089,527.631,-0.27780387,-0.624,1.0,0.687,6.0,1.0,2.0,2.0,0.0,0.2579851,0.122132264,0.26809216,0.35179052
SKU_1036,Star Bazaar,Mumbai,discount,volume_first,urban,13.96,0.92536753,21.71,-0.1677524,-0.362,0.0,0.432,0.97,0.0,0.0,0.0,0.0,0.3185052,0.22061887,0.118161194,0.34271473
SKU_1036,Star Bazaar,Mumbai,standard,balanced,suburban,13.96,0.192,21.71,-0.1677524,-1.0,1.0,0.432,0.97,1.0,1.0,1.0,0.0,0.18032202,0.15165652,0.36951235,0.29850912
SKU_1036,Star Bazaar,Mumbai,premium,margin_first,urban,13.96,0.192,21.71,-0.1677524,-0.362,0.0,0.432,1.6470501,2.0,2.0,0.0,0.0,0.31089666,0.13030684,0.21039024,0.34840626
SKU_1036,Star Bazaar,Mumbai,standard,margin_first,rural,13.96,0.192,21.71,-0.1677524,-0.362,0.0,0.432,0.97,1.0,2.0,2.0,0.0,0.34272644,0.14364773,0.16566437,0.34796146
SKU_1052,Star Bazaar,Chennai,discount,volume_first,urban,13.06,0.9235104,21.71,-0.10841285,-0.557,0.0,0.761,-0.18,0.0,0.0,0.0,0.0,0.3222161,0.22056472,0.1196533,0.33756587
SKU_1052,Star Bazaar,Chennai,standard,balanced,suburban,13.06,0.129,21.71,-0.10841285,-1.0,1.0,0.761,-0.18,1.0,1.0,1.0,0.0,0.1724721,0.15242366,0.37983012,0.2952741
SKU_1052,Star Bazaar,Chennai,premium,margin_first,urban,13.06,0.129,21.71,-0.10841285,-0.557,0.0,0.761,1.6486751,2.0,2.0,0.0,0.0,0.28550568,0.12157202,0.20181154,0.39111078
SKU_1052,Star Bazaar,Chennai,standard,margin_first,rural,13.06,0.129,21.71,-0.10841285,-0.557,0.0,0.761,-0.18,1.0,2.0,2.0,0.0,0.33884415,0.14428423,0.17108156,0.34579006
SKU_1028,JioMart,Pune,discount,volume_first,urban,28.24,0.8717748,43.082,-0.1993751,-0.623,1.0,0.596,0.39,0.0,0.0,0.0,0.0,0.28331295,0.20322864,0.21622942,0.29722896
SKU_1028,JioMart,Pune,standard,balanced,suburban,28.24,0.289,43.082,-0.1993751,1.0,1.0,0.596,0.39,1.0,1.0,1.0,0.0,0.19970001,0.15351424,0.36965686,0.2771289
SKU_1028,JioMart,Pune,premium,margin_first,urban,28.24,0.289,43.082,-0.1993751,-0.623,1.0,0.596,-2.9218702,2.0,2.0,0.0,0.0,0.2755905,0.10997494,0.30001688,0.3144177
SKU_1028,JioMart,Pune,standard,margin_first,rural,28.24,0.289,43.082,-0.1993751,-0.623,1.0,0.596,0.39,1.0,2.0,2.0,0.0,0.3134406,0.1250791,0.28435144,0.2771289
SKU_1025,Blinkit,Chennai,discount,volume_first,urban,17.05,0.94443274,31.174,-0.26742363,-0.29,0.0,0.678,0.0,0.0,0.0,0.0,0.0,0.33025354,0.2313504,0.12131836,0.31707767
SKU_1025,Blinkit,Chennai,standard,balanced,suburban,17.05,0.127,31.174,-0.26742363,1.0,1.0,0.678,0.0,1.0,1.0,1.0,0.0,0.17583384,0.16525954,0.38815418,0.27075246
SKU_1025,Blinkit,Chennai,premium,margin_first,urban,17.05,0.127,31.174,-0.26742363,-0.29,0.0,0.678,1.9926025,2.0,2.0,0.0,0.0,0.28670543,0.13147591,0.20294651,0.37887213
SKU_1025,Blinkit,Chennai,standard,margin_first,rural,17.05,0.127,31.174,-0.26742363,-0.29,0.0,0.678,0.0,1.0,2.0,2.0,0.0,0.34708175,0.15916298,0.1754888,0.31826648
SKU_1067,More Retail,Delhi,discount,volume_first,urban,40.62,0.9144971,69.381,-0.3415516,-0.345,0.0,0.812,-1.72,0.0,0.0,0.0,0.0,0.29161176,0.21070111,0.10879834,0.3888888
SKU_1067,More Retail,Delhi,standard,balanced,suburban,40.62,0.215,69.381,-0.3415516,-1.0,1.0,0.812,-1.72,1.0,1.0,1.0,0.0,0.16653822,0.14549637,0.33282042,0.35514498
SKU_1067,More Retail,Delhi,premium,margin_first,urban,40.62,0.215,69.381,-0.3415516,-0.345,0.0,0.812,2.0603454,2.0,2.0,0.0,0.0,0.2913192,0.12986939,0.19412035,0.3846911
SKU_1067,More Retail,Delhi,standard,margin_first,rural,40.62,0.215,69.381,-0.3415516,-0.345,0.0,0.812,-1.72,1.0,2.0,2.0,0.0,0.30842537,0.13749528,0.14679933,0.40728003
SKU_1004,Blinkit,Mumbai,discount,volume_first,urban,22.26,0.9039797,41.77663,-0.34536892,-0.199,0.0,0.836,1.25,0.0,0.0,0.0,0.0,0.29109916,0.21165936,0.109207034,0.38803443
SKU_1004,Blinkit,Mumbai,standard,balanced,suburban,22.26,0.161,41.77663,-0.34536892,1.0,1.0,0.836,1.25,1.0,1.0,1.0,0.0,0.15879747,0.14749058,0.3369295,0.35678244
SKU_1004,Blinkit,Mumbai,premium,margin_first,urban,22.26,0.161,41.77663,-0.34536892,-0.199,0.0,0.836,-2.416213,2.0,2.0,0.0,0.0,0.28261077,0.13090283,0.19534664,0.39113978
SKU_1004,Blinkit,Mumbai,standard,margin_first,rural,22.26,0.161,41.77663,-0.34536892,-0.199,0.0,0.836,1.25,1.0,2.0,2.0,0.0,0.30154476,0.13967289,0.14888158,0.40990078
SKU_1046,Star Bazaar,Mumbai,discount,volume_first,urban,45.96,0.90069544,83.928,-0.20597465,-0.209,0.0,0.82,1.24,0.0,0.0,0.0,0.0,0.2933378,0.20750903,0.11023701,0.38891616
SKU_1046,Star Bazaar,Mumbai,standard,balanced,suburban,45.96,0.182,83.928,-0.20597465,-1.0,1.0,0.82,1.24,1.0,1.0,1.0,0.0,0.1637011,0.14120848,0.33919576,0.35589465
SKU_1046,Star Bazaar,Mumbai,premium,margin_first,urban,45.96,0.182,83.928,-0.20597465,-0.209,0.0,0.82,1.5580804,2.0,2.0,0.0,0.0,0.28854728,0.12391046,0.19659635,0.3909459
SKU_1046,Star Bazaar,Mumbai,standard,margin_first,rural,45.96,0.182,83.928,-0.20597465,-0.209,0.0,0.82,1.24,1.0,2.0,2.0,0.0,0.3082883,0.1323878,0.15003324,0.40929067
SKU_1012,Reliance Retail,Ahmedabad,discount,volume_first,urban,58.42,0.9196212,103.142,-0.23841229,-0.001,0.0,0.71,2.67,0.0,0.0,0.0,0.0,0.29745644,0.20978414,0.11068271,0.3820767
SKU_1012,Reliance Retail,Ahmedabad,standard,balanced,suburban,58.42,0.242,103.142,-0.23841229,1.0,1.0,0.71,2.67,1.0,1.0,1.0,0.0,0.1741831,0.14251125,0.33827013,0.34503552
SKU_1012,Reliance Retail,Ahmedabad,premium,margin_first,urban,58.42,0.242,103.142,-0.23841229,-0.001,0.0,0.71,-2.2892458,2.0,2.0,0.0,0.0,0.30182758,0.12635395,0.19756807,0.37425038
SKU_1012,Reliance Retail,Ahmedabad,standard,margin_first,rural,58.42,0.242,103.142,-0.23841229,-0.001,0.0,0.71,2.67,1.0,2.0,2.0,0.0,0.31988442,0.13391307,0.14956257,0.39663994
