product_id,product_name,brand,supplier_id,supplier_location,supplier_price,freight_cost,warehouse_cost,gst_tax,lead_time_days,supplier_reliability,minimum_order_quantity
SKU_1009,Coca Cola 1L Regular,Coca Cola,SUP_340,Chennai,29.38,17.23,3.79,2.4,5,0.79,50
SKU_1010,Coca Cola 1L Value,Coca Cola,SUP_566,Bengaluru,35.08,14.3,8.98,2.88,11,0.8,500
SKU_1010,Coca Cola 1L Value,Coca Cola,SUP_771,Chennai,34.56,5.9,1.05,2.88,3,0.94,100
SKU_1010,Coca Cola 1L Value,Coca Cola,SUP_630,Bengaluru,33.15,17.33,1.45,2.88,5,0.97,50
SKU_1010,Coca Cola 1L Value,Coca Cola,SUP_783,Hyderabad,34.4,14.82,9.89,2.88,11,0.83,500
SKU_1011,Coca Cola 1L Family,Coca Cola,SUP_661,Bengaluru,50.21,8.83,9.07,3.6,9,0.86,100
SKU_1011,Coca Cola 1L Family,Coca Cola,SUP_896,Hyderabad,49.89,6.44,5.36,3.6,5,0.82,50
SKU_1011,Coca Cola 1L Family,Coca Cola,SUP_443,Kolkata,49.11,5.75,9.04,3.6,3,0.78,100
SKU_1011,Coca Cola 1L Family,Coca Cola,SUP_319,Mumbai,47.09,4.44,4.73,3.6,7,0.88,500
SKU_1011,Coca Cola 1L Family,Coca Cola,SUP_498,Pune,45.13,15.33,6.26,3.6,2,0.96,500
SKU_1012,Coca Cola 2L Mini,Coca Cola,SUP_955,Bengaluru,41.5,8.24,5.84,3.33,10,0.94,100
SKU_1012,Coca Cola 2L Mini,Coca Cola,SUP_597,Mumbai,42.53,6.37,4.5,3.33,12,0.91,500
SKU_1012,Coca Cola 2L Mini,Coca Cola,SUP_230,Hyderabad,43.82,15.45,5.81,3.33,8,0.89,50
SKU_1012,Coca Cola 2L Mini,Coca Cola,SUP_987,Bengaluru,40.33,8.86,2.64,3.33,6,0.84,100
SKU_1013,Coca Cola 2L Regular,Coca Cola,SUP_870,Pune,62.51,8.07,4.79,4.75,3,0.86,50
SKU_1013,Coca Cola 2L Regular,Coca Cola,SUP_765,Mumbai,64.36,7.6,8.03,4.75,12,0.76,50
SKU_1013,Coca Cola 2L Regular,Coca Cola,SUP_120,Hyderabad,63.97,5.19,2.37,4.75,4,0.86,50
SKU_1013,Coca Cola 2L Regular,Coca Cola,SUP_816,Kolkata,60.98,5.49,7.9,4.75,4,0.9,50
SKU_1014,Coca Cola 2L Value,Coca Cola,SUP_126,Kolkata,83.64,3.73,6.18,5.7,8,0.85,100
SKU_1014,Coca Cola 2L Value,Coca Cola,SUP_742,Delhi,74.65,13.05,1.92,5.7,6,0.95,50
SKU_1014,Coca Cola 2L Value,Coca Cola,SUP_142,Kolkata,81.94,11.05,5.79,5.7,12,0.84,200
SKU_1015,Coca Cola 2L Family,Coca Cola,SUP_470,Chennai,83.16,3.69,9.02,7.12,9,0.92,500
SKU_1015,Coca Cola 2L Family,Coca Cola,SUP_766,Kolkata,76.55,10.35,6.54,7.12,10,0.94,500
SKU_1015,Coca Cola 2L Family,Coca Cola,SUP_374,Kolkata,79.2,13.7,8.67,7.12,3,0.82,500
SKU_1015,Coca Cola 2L Family,Coca Cola,SUP_724,Chennai,77.24,9.44,4.41,7.12,2,0.87,200
SKU_1016,Coke Zero 300ml Mini,Coca Cola,SUP_386,Hyderabad,16.2,6.13,7.31,1.4,6,0.88,100
SKU_1016,Coke Zero 300ml Mini,Coca Cola,SUP_600,Hyderabad,15.63,13.52,7.82,1.4,9,0.91,500
SKU_1016,Coke Zero 300ml Mini,Coca Cola,SUP_401,Delhi,16.4,2.28,4.64,1.4,5,0.82,200
SKU_1017,Coke Zero 300ml Regular,Coca Cola,SUP_663,Kolkata,25.08,17.95,4.17,2.0,9,0.82,200
SKU_1017,Coke Zero 300ml Regular,Coca Cola,SUP_423,Mumbai,24.71,13.54,7.69,2.0,4,0.8,500
SKU_1017,Coke Zero 300ml Regular,Coca Cola,SUP_878,Hyderabad,24.86,11.43,6.37,2.0,3,0.95,200
SKU_1017,Coke Zero 300ml Regular,Coca Cola,SUP_114,Chennai,24.7,4.87,5.81,2.0,6,0.76,50
SKU_1017,Coke Zero 300ml Regular,Coca Cola,SUP_229,Chennai,25.77,13.16,8.82,2.0,9,0.77,50
SKU_1018,Coke Zero 300ml Value,Coca Cola,SUP_152,Kolkata,31.46,7.45,9.47,2.4,9,0.78,50
SKU_1018,Coke Zero 300ml Value,Coca Cola,SUP_744,Chennai,31.15,3.19,1.48,2.4,4,0.94,200
SKU_1018,Coke Zero 300ml Value,Coca Cola,SUP_671,Pune,29.87,5.97,4.75,2.4,11,0.94,100
SKU_1018,Coke Zero 300ml Value,Coca Cola,SUP_553,Kolkata,32.66,8.09,8.74,2.4,8,0.82,50
SKU_1019,Coke Zero 300ml Family,Coca Cola,SUP_740,Delhi,37.76,14.2,3.38,3.0,3,0.79,100
SKU_1019,Coke Zero 300ml Family,Coca Cola,SUP_518,Bengaluru,40.07,4.5,7.2,3.0,9,0.82,100
SKU_1019,Coke Zero 300ml Family,Coca Cola,SUP_980,Bengaluru,38.73,6.52,1.64,3.0,5,0.97,100
SKU_1019,Coke Zero 300ml Family,Coca Cola,SUP_763,Delhi,39.42,10.71,9.18,3.0,4,0.77,100
SKU_1019,Coke Zero 300ml Family,Coca Cola,SUP_944,Hyderabad,41.3,11.52,9.29,3.0,9,0.78,200
SKU_1020,Coke Zero Can 330ml Mini,Coca Cola,SUP_182,Hyderabad,21.39,9.9,1.36,1.58,8,0.93,200
SKU_1020,Coke Zero Can 330ml Mini,Coca Cola,SUP_790,Pune,20.09,5.66,8.74,1.58,11,0.98,200
SKU_1020,Coke Zero Can 330ml Mini,Coca Cola,SUP_279,Bengaluru,21.6,14.21,5.67,1.58,9,0.97,100
SKU_1020,Coke Zero Can 330ml Mini,Coca Cola,SUP_933,Bengaluru,22.75,8.97,9.72,1.58,9,0.83,200
SKU_1021,Coke Zero Can 330ml Regular,Coca Cola,SUP_810,Bengaluru,28.88,7.28,3.59,2.25,8,0.95,50
SKU_1021,Coke Zero Can 330ml Regular,Coca Cola,SUP_431,Mumbai,27.45,7.03,9.73,2.25,8,0.96,50
SKU_1021,Coke Zero Can 330ml Regular,Coca Cola,SUP_523,Mumbai,28.17,10.68,2.69,2.25,7,0.9,500
SKU_1022,Coke Zero Can 330ml Value,Coca Cola,SUP_394,Bengaluru,34.61,10.79,8.93,2.7,9,0.78,100
SKU_1022,Coke Zero Can 330ml Value,Coca Cola,SUP_114,Hyderabad,36.94,6.97,4.67,2.7,5,0.99,50
SKU_1022,Coke Zero Can 330ml Value,Coca Cola,SUP_952,Delhi,35.8,3.88,5.49,2.7,6,0.87,200
SKU_1023,Coke Zero Can 330ml Family,Coca Cola,SUP_664,Delhi,45.14,5.9,4.45,3.38,11,0.87,100
SKU_1023,Coke Zero Can 330ml Family,Coca Cola,SUP_908,Pune,44.5,6.42,4.73,3.38,10,0.81,50
SKU_1023,Coke Zero Can 330ml Family,Coca Cola,SUP_701,Hyderabad,41.34,6.78,9.99,3.38,9,0.96,500
SKU_1023,Coke Zero Can 330ml Family,Coca Cola,SUP_665,Pune,42.73,7.52,5.89,3.38,9,0.97,100
SKU_1024,Pepsi 250ml Mini,Pepsi,SUP_894,Bengaluru,10.28,5.74,1.39,0.7,9,0.92,500
SKU_1024,Pepsi 250ml Mini,Pepsi,SUP_940,Chennai,10.04,12.62,9.83,0.7,9,0.98,100
SKU_1024,Pepsi 250ml Mini,Pepsi,SUP_990,Mumbai,10.19,11.44,8.87,0.7,9,0.77,500
SKU_1025,Pepsi 250ml Regular,Pepsi,SUP_258,Mumbai,11.09,12.48,5.23,1.0,6,0.83,500
SKU_1025,Pepsi 250ml Regular,Pepsi,SUP_972,Chennai,11.43,15.63,8.73,1.0,8,0.98,500
SKU_1025,Pepsi 250ml Regular,Pepsi,SUP_170,Delhi,11.75,2.57,6.68,1.0,6,0.99,50
SKU_1026,Pepsi 250ml Value,Pepsi,SUP_202,Bengaluru,15.7,13.26,2.5,1.2,6,0.97,50
SKU_1026,Pepsi 250ml Value,Pepsi,SUP_467,Kolkata,14.85,2.9,4.88,1.2,5,0.88,100
SKU_1026,Pepsi 250ml Value,Pepsi,SUP_991,Bengaluru,14.55,3.26,6.58,1.2,5,0.87,100
SKU_1027,Pepsi 250ml Family,Pepsi,SUP_109,Pune,17.38,6.09,5.19,1.5,6,0.91,100
SKU_1027,Pepsi 250ml Family,Pepsi,SUP_701,Kolkata,16.97,17.12,6.75,1.5,8,0.92,500
SKU_1027,Pepsi 250ml Family,Pepsi,SUP_493,Pune,18.74,5.19,5.35,1.5,5,0.84,200
SKU_1027,Pepsi 250ml Family,Pepsi,SUP_402,Mumbai,18.12,17.88,9.8,1.5,12,0.84,50
SKU_1027,Pepsi 250ml Family,Pepsi,SUP_862,Mumbai,18.1,12.97,9.2,1.5,9,0.95,200
SKU_1028,Pepsi 750ml Mini,Pepsi,SUP_751,Delhi,19.64,7.64,6.59,1.4,12,0.93,100
SKU_1028,Pepsi 750ml Mini,Pepsi,SUP_761,Mumbai,19.7,16.45,3.78,1.4,9,0.76,200
SKU_1028,Pepsi 750ml Mini,Pepsi,SUP_402,Kolkata,19.96,3.44,7.73,1.4,4,0.8,200
SKU_1029,Pepsi 750ml Regular,Pepsi,SUP_944,Bengaluru,27.09,6.11,9.71,2.0,6,0.93,200
SKU_1029,Pepsi 750ml Regular,Pepsi,SUP_177,Delhi,27.01,9.49,7.79,2.0,5,0.96,500
SKU_1029,Pepsi 750ml Regular,Pepsi,SUP_474,Mumbai,27.55,14.87,8.12,2.0,2,0.81,50
SKU_1029,Pepsi 750ml Regular,Pepsi,SUP_788,Kolkata,25.84,12.77,6.26,2.0,12,0.98,50
SKU_1030,Pepsi 750ml Value,Pepsi,SUP_674,Kolkata,30.42,16.15,9.24,2.4,5,0.91,500
SKU_1030,Pepsi 750ml Value,Pepsi,SUP_518,Mumbai,34.08,6.84,2.26,2.4,2,0.82,500
SKU_1030,Pepsi 750ml Value,Pepsi,SUP_650,Delhi,30.79,5.76,4.5,2.4,7,0.91,500
SKU_1030,Pepsi 750ml Value,Pepsi,SUP_524,Chennai,32.75,13.63,1.89,2.4,9,0.9,200
SKU_1031,Pepsi 750ml Family,Pepsi,SUP_341,Pune,32.61,9.12,4.26,3.0,12,0.84,200
SKU_1031,Pepsi 750ml Family,Pepsi,SUP_225,Pune,31.93,6.41,8.42,3.0,3,0.91,50
SKU_1031,Pepsi 750ml Family,Pepsi,SUP_228,Pune,31.89,7.34,6.08,3.0,3,0.95,100
SKU_1031,Pepsi 750ml Family,Pepsi,SUP_338,Kolkata,34.21,15.01,7.97,3.0,11,0.75,100
SKU_1032,Pepsi Black Can 330ml Mini,Pepsi,SUP_776,Pune,22.22,4.79,1.23,1.58,2,0.84,100
SKU_1032,Pepsi Black Can 330ml Mini,Pepsi,SUP_371,Mumbai,23.21,2.25,2.14,1.58,8,0.88,50
SKU_1032,Pepsi Black Can 330ml Mini,Pepsi,SUP_625,Hyderabad,22.88,14.45,1.98,1.58,10,0.8,50
SKU_1032,Pepsi Black Can 330ml Mini,Pepsi,SUP_774,Hyderabad,23.62,16.54,3.71,1.58,12,0.98,50
SKU_1032,Pepsi Black Can 330ml Mini,Pepsi,SUP_536,Chennai,24.42,15.56,1.97,1.58,9,0.77,50
SKU_1033,Pepsi Black Can 330ml Regular,Pepsi,SUP_748,Hyderabad,26.09,6.4,5.94,2.25,7,0.84,200
SKU_1033,Pepsi Black Can 330ml Regular,Pepsi,SUP_201,Pune,27.46,11.69,7.32,2.25,12,0.91,100
SKU_1033,Pepsi Black Can 330ml Regular,Pepsi,SUP_523,Kolkata,27.37,16.21,8.45,2.25,8,0.85,50
SKU_1034,Pepsi Black Can 330ml Value,Pepsi,SUP_256,Chennai,33.76,7.99,9.31,2.7,3,0.77,50
SKU_1034,Pepsi Black Can 330ml Value,Pepsi,SUP_856,Kolkata,31.34,3.55,8.31,2.7,10,0.76,200
SKU_1034,Pepsi Black Can 330ml Value,Pepsi,SUP_994,Chennai,33.78,8.57,9.47,2.7,8,0.96,50
SKU_1034,Pepsi Black Can 330ml Value,Pepsi,SUP_460,Mumbai,35.04,11.61,6.2,2.7,5,0.79,500
SKU_1035,Pepsi Black Can 330ml Family,Pepsi,SUP_217,Pune,39.52,10.9,3.51,3.38,5,0.94,50
SKU_1035,Pepsi Black Can 330ml Family,Pepsi,SUP_810,Kolkata,40.86,12.53,1.26,3.38,6,0.92,200
SKU_1035,Pepsi Black Can 330ml Family,Pepsi,SUP_285,Pune,42.47,7.62,2.29,3.38,12,0.85,100
SKU_1036,Lay's Classic Salted 52g Mini,Lay's,SUP_485,Bengaluru,9.1,10.49,5.08,0.7,4,0.84,200
SKU_1036,Lay's Classic Salted 52g Mini,Lay's,SUP_186,Mumbai,9.95,11.08,2.4,0.7,11,0.76,50
SKU_1036,Lay's Classic Salted 52g Mini,Lay's,SUP_597,Hyderabad,9.33,12.59,4.98,0.7,6,0.8,50
SKU_1037,Lay's Classic Salted 52g Regular,Lay's,SUP_598,Hyderabad,12.01,12.86,7.0,1.0,2,0.8,50
SKU_1037,Lay's Classic Salted 52g Regular,Lay's,SUP_316,Pune,11.58,6.82,2.24,1.0,6,0.82,50
SKU_1037,Lay's Classic Salted 52g Regular,Lay's,SUP_279,Delhi,11.58,13.95,4.42,1.0,5,0.87,200
SKU_1038,Lay's Classic Salted 52g Value,Lay's,SUP_179,Pune,12.89,2.3,3.82,1.2,8,0.89,500
SKU_1038,Lay's Classic Salted 52g Value,Lay's,SUP_432,Delhi,13.33,8.48,8.21,1.2,11,0.86,200
SKU_1038,Lay's Classic Salted 52g Value,Lay's,SUP_349,Bengaluru,12.97,15.51,6.3,1.2,10,0.77,200
SKU_1038,Lay's Classic Salted 52g Value,Lay's,SUP_897,Delhi,14.13,5.55,1.69,1.2,12,0.78,100
SKU_1038,Lay's Classic Salted 52g Value,Lay's,SUP_844,Pune,14.41,7.59,6.81,1.2,4,0.81,100
SKU_1039,Lay's Classic Salted 52g Family,Lay's,SUP_771,Mumbai,18.31,14.16,2.59,1.5,12,0.87,500
SKU_1039,Lay's Classic Salted 52g Family,Lay's,SUP_758,Chennai,18.49,16.11,9.88,1.5,7,0.96,200
SKU_1039,Lay's Classic Salted 52g Family,Lay's,SUP_552,Chennai,17.26,3.09,3.73,1.5,6,0.89,200
SKU_1040,Lay's Magic Masala 52g Mini,Lay's,SUP_477,Pune,9.0,2.6,3.58,0.7,12,0.96,50
SKU_1040,Lay's Magic Masala 52g Mini,Lay's,SUP_573,Hyderabad,9.17,10.11,5.99,0.7,2,0.86,100
SKU_1040,Lay's Magic Masala 52g Mini,Lay's,SUP_254,Mumbai,8.83,9.61,5.05,0.7,7,0.99,50
SKU_1040,Lay's Magic Masala 52g Mini,Lay's,SUP_353,Chennai,9.05,4.76,4.94,0.7,9,0.88,100
SKU_1041,Lay's Magic Masala 52g Regular,Lay's,SUP_795,Hyderabad,12.24,14.39,1.47,1.0,12,0.91,50
SKU_1041,Lay's Magic Masala 52g Regular,Lay's,SUP_495,Kolkata,12.15,10.93,3.27,1.0,12,0.98,100
SKU_1041,Lay's Magic Masala 52g Regular,Lay's,SUP_244,Kolkata,12.16,11.32,3.79,1.0,12,0.92,500
SKU_1041,Lay's Magic Masala 52g Regular,Lay's,SUP_186,Kolkata,11.83,13.34,6.03,1.0,12,0.94,100
SKU_1042,Lay's Magic Masala 52g Value,Lay's,SUP_195,Chennai,17.2,16.6,7.03,1.2,10,0.84,200
SKU_1042,Lay's Magic Masala 52g Value,Lay's,SUP_449,Pune,15.78,17.22,5.38,1.2,5,0.99,100
SKU_1042,Lay's Magic Masala 52g Value,Lay's,SUP_203,Hyderabad,15.3,15.51,7.94,1.2,10,0.76,200
SKU_1042,Lay's Magic Masala 52g Value,Lay's,SUP_711,Bengaluru,16.95,11.89,2.39,1.2,4,0.95,100
SKU_1042,Lay's Magic Masala 52g Value,Lay's,SUP_473,Chennai,16.63,2.7,7.48,1.2,9,0.9,500
SKU_1043,Lay's Magic Masala 52g Family,Lay's,SUP_580,Pune,17.52,14.94,2.75,1.5,12,0.98,500
SKU_1043,Lay's Magic Masala 52g Family,Lay's,SUP_491,Hyderabad,17.87,6.51,5.75,1.5,4,0.95,100
SKU_1043,Lay's Magic Masala 52g Family,Lay's,SUP_592,Pune,18.82,2.83,4.34,1.5,3,0.92,50
SKU_1044,Lay's Cream & Onion 90g Mini,Lay's,SUP_250,Pune,18.58,16.48,4.94,1.58,5,0.95,200
SKU_1044,Lay's Cream & Onion 90g Mini,Lay's,SUP_505,Hyderabad,20.19,8.64,4.37,1.58,8,0.99,200
SKU_1044,Lay's Cream & Onion 90g Mini,Lay's,SUP_201,Pune,18.46,7.1,7.43,1.58,7,0.94,100
SKU_1045,Lay's Cream & Onion 90g Regular,Lay's,SUP_822,Bengaluru,26.06,4.22,5.04,2.25,2,0.97,50
SKU_1045,Lay's Cream & Onion 90g Regular,Lay's,SUP_661,Chennai,24.62,15.36,6.48,2.25,8,0.78,200
SKU_1045,Lay's Cream & Onion 90g Regular,Lay's,SUP_344,Bengaluru,24.56,3.95,6.75,2.25,11,0.86,50
SKU_1045,Lay's Cream & Onion 90g Regular,Lay's,SUP_648,Mumbai,26.51,10.0,6.69,2.25,11,0.81,100
SKU_1046,Lay's Cream & Onion 90g Value,Lay's,SUP_526,Delhi,33.34,5.85,6.98,2.7,3,0.88,200
SKU_1046,Lay's Cream & Onion 90g Value,Lay's,SUP_619,Pune,31.04,10.42,9.89,2.7,10,0.75,500
SKU_1046,Lay's Cream & Onion 90g Value,Lay's,SUP_482,Kolkata,30.94,8.19,7.73,2.7,7,0.94,200
SKU_1047,Lay's Cream & Onion 90g Family,Lay's,SUP_852,Pune,41.16,14.34,3.99,3.38,2,0.83,200
SKU_1047,Lay's Cream & Onion 90g Family,Lay's,SUP_897,Chennai,42.12,4.8,5.18,3.38,9,0.9,100
SKU_1047,Lay's Cream & Onion 90g Family,Lay's,SUP_568,Mumbai,38.22,14.42,3.64,3.38,2,0.94,50
SKU_1047,Lay's Cream & Onion 90g Family,Lay's,SUP_507,Pune,39.53,6.96,5.89,3.38,6,0.76,100
SKU_1047,Lay's Cream & Onion 90g Family,Lay's,SUP_148,Pune,39.38,15.79,6.9,3.38,6,0.78,200
SKU_1048,Kurkure Masala Munch 90g Mini,Kurkure,SUP_495,Kolkata,9.15,16.31,9.76,0.7,9,0.92,200
SKU_1048,Kurkure Masala Munch 90g Mini,Kurkure,SUP_920,Mumbai,9.35,10.31,7.54,0.7,3,0.85,100
SKU_1048,Kurkure Masala Munch 90g Mini,Kurkure,SUP_181,Kolkata,8.92,7.14,6.95,0.7,6,0.86,500
SKU_1048,Kurkure Masala Munch 90g Mini,Kurkure,SUP_557,Mumbai,8.49,9.1,7.54,0.7,7,0.9,500
SKU_1049,Kurkure Masala Munch 90g Regular,Kurkure,SUP_472,Hyderabad,11.45,12.2,8.21,1.0,12,0.79,50
SKU_1049,Kurkure Masala Munch 90g Regular,Kurkure,SUP_900,Bengaluru,11.56,11.72,1.31,1.0,3,0.81,200
SKU_1049,Kurkure Masala Munch 90g Regular,Kurkure,SUP_133,Hyderabad,11.9,17.19,2.38,1.0,9,0.98,200
SKU_1050,Kurkure Masala Munch 90g Value,Kurkure,SUP_507,Kolkata,15.38,10.47,6.85,1.2,5,0.98,50
SKU_1050,Kurkure Masala Munch 90g Value,Kurkure,SUP_496,Hyderabad,15.7,9.98,2.06,1.2,6,0.92,100
SKU_1050,Kurkure Masala Munch 90g Value,Kurkure,SUP_602,Delhi,16.21,6.57,2.1,1.2,3,0.86,500
SKU_1051,Kurkure Masala Munch 90g Family,Kurkure,SUP_783,Kolkata,23.22,17.79,7.39,1.5,10,0.88,200
SKU_1051,Kurkure Masala Munch 90g Family,Kurkure,SUP_817,Chennai,22.9,13.39,2.57,1.5,7,0.87,50
SKU_1051,Kurkure Masala Munch 90g Family,Kurkure,SUP_342,Pune,23.27,14.67,5.45,1.5,7,0.88,200
SKU_1051,Kurkure Masala Munch 90g Family,Kurkure,SUP_232,Hyderabad,21.82,17.73,8.96,1.5,3,0.82,500
SKU_1051,Kurkure Masala Munch 90g Family,Kurkure,SUP_943,Hyderabad,21.98,14.31,1.66,1.5,7,0.9,500
SKU_1052,Kurkure Green Chutney 90g Mini,Kurkure,SUP_898,Hyderabad,8.76,16.05,6.76,0.7,4,0.93,100
SKU_1052,Kurkure Green Chutney 90g Mini,Kurkure,SUP_156,Pune,8.86,16.57,2.12,0.7,4,0.82,100
SKU_1052,Kurkure Green Chutney 90g Mini,Kurkure,SUP_454,Hyderabad,8.74,13.35,9.05,0.7,3,0.81,200
SKU_1052,Kurkure Green Chutney 90g Mini,Kurkure,SUP_646,Mumbai,8.51,6.85,5.52,0.7,4,0.89,100
SKU_1052,Kurkure Green Chutney 90g Mini,Kurkure,SUP_719,Kolkata,8.56,11.99,8.58,0.7,11,0.76,50
SKU_1053,Kurkure Green Chutney 90g Regular,Kurkure,SUP_315,Pune,11.84,6.23,6.15,1.0,11,0.9,500
SKU_1053,Kurkure Green Chutney 90g Regular,Kurkure,SUP_757,Kolkata,12.02,10.73,5.35,1.0,12,0.85,500
SKU_1053,Kurkure Green Chutney 90g Regular,Kurkure,SUP_550,Bengaluru,10.82,2.96,5.36,1.0,5,0.83,100
SKU_1053,Kurkure Green Chutney 90g Regular,Kurkure,SUP_851,Pune,11.17,13.49,4.11,1.0,8,0.78,200
SKU_1053,Kurkure Green Chutney 90g Regular,Kurkure,SUP_347,Bengaluru,11.47,3.7,2.1,1.0,9,0.81,50
SKU_1054,Kurkure Green Chutney 90g Value,Kurkure,SUP_986,Delhi,14.24,8.69,8.32,1.2,11,0.92,100
SKU_1054,Kurkure Green Chutney 90g Value,Kurkure,SUP_627,Bengaluru,14.07,9.97,5.49,1.2,6,0.87,50
SKU_1054,Kurkure Green Chutney 90g Value,Kurkure,SUP_346,Delhi,14.38,10.09,6.25,1.2,2,0.76,500
SKU_1054,Kurkure Green Chutney 90g Value,Kurkure,SUP_788,Bengaluru,13.78,15.49,3.57,1.2,2,0.95,500
SKU_1055,Kurkure Green Chutney 90g Family,Kurkure,SUP_474,Mumbai,17.95,14.22,4.61,1.5,11,0.88,200
