date,product_id,product_name,brand,category,selling_price,units_sold,revenue,promotion_discount_pct
2026-01-30,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.75,283,3608.25,0.0
2026-01-31,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.88,457,4972.16,0.0
2026-02-01,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.18,381,5402.58,0.0
2026-02-02,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.59,403,5073.77,10.0
2026-02-03,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.32,374,4607.68,0.0
2026-02-04,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.09,353,4973.77,0.0
2026-02-05,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.33,404,4981.32,5.0
2026-02-06,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.01,270,4322.7,0.0
2026-02-07,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.78,351,5538.78,10.0
2026-02-08,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.1,387,5843.7,0.0
2026-02-09,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.41,305,4395.05,0.0
2026-02-10,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.53,264,4363.92,10.0
2026-02-11,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.94,338,4035.72,5.0
2026-02-12,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.8,280,4144.0,0.0
2026-02-13,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.74,418,4489.32,10.0
2026-02-14,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.22,450,5499.0,10.0
2026-02-15,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.85,472,5593.2,0.0
2026-02-16,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.36,334,4462.24,0.0
2026-02-17,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.59,371,4299.89,10.0
2026-02-18,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.42,411,4693.62,0.0
2026-02-19,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.83,226,3803.58,10.0
2026-02-20,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.29,277,4235.33,0.0
2026-02-21,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.55,356,5179.8,0.0
2026-02-22,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.33,416,5129.28,10.0
2026-02-23,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.97,245,4157.65,10.0
2026-02-24,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.1,265,4001.5,10.0
2026-02-25,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.09,338,4424.42,0.0
2026-02-26,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.97,221,3750.37,0.0
2026-02-27,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.14,229,3696.06,10.0
2026-02-28,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.22,431,4835.82,5.0
2026-03-01,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.98,341,5790.18,0.0
2026-03-02,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.69,467,4992.23,0.0
2026-03-03,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.32,287,4396.84,0.0
2026-03-04,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.76,440,5174.4,0.0
2026-03-05,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.52,310,4811.2,5.0
2026-03-06,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.21,429,5238.09,0.0
2026-03-07,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.3,504,6199.2,5.0
2026-03-08,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.91,377,5998.07,0.0
2026-03-09,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.63,285,4739.55,10.0
2026-03-10,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.28,774,8730.72,10.0
2026-03-11,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.35,568,7014.8,0.0
2026-03-12,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.94,380,6437.2,5.0
2026-03-13,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.18,562,7969.16,0.0
2026-03-14,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.0,792,9504.0,0.0
2026-03-15,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.79,820,8847.8,10.0
2026-03-16,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,17.28,351,6065.28,5.0
2026-03-17,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.24,595,7877.8,0.0
2026-03-18,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.65,657,8968.05,0.0
2026-03-19,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,17.44,241,4203.04,5.0
2026-03-20,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.7,342,4343.4,0.0
2026-03-21,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.65,297,4945.05,0.0
2026-03-22,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.82,482,5697.24,0.0
2026-03-23,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,17.25,239,4122.75,0.0
2026-03-24,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.66,272,3987.52,0.0
2026-03-25,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.97,300,4491.0,0.0
2026-03-26,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.61,354,4109.94,0.0
2026-03-27,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.83,224,3769.92,10.0
2026-03-28,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.55,309,4804.95,5.0
2026-03-29,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.17,363,4780.71,0.0
2026-03-30,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.35,235,3842.25,0.0
2026-03-31,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.76,231,3871.56,0.0
2026-04-01,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.24,345,4912.8,0.0
2026-04-02,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.27,296,4815.92,0.0
2026-04-03,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.59,319,4973.21,0.0
2026-04-04,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.92,336,5685.12,10.0
2026-04-05,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.28,446,5922.88,10.0
2026-04-06,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.71,309,4545.39,0.0
2026-04-07,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.92,358,4983.36,0.0
2026-04-08,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.65,408,5161.2,0.0
2026-04-09,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.84,461,4997.24,5.0
2026-04-10,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.44,280,4603.2,0.0
2026-04-11,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.52,496,5713.92,0.0
2026-04-12,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.07,307,4933.49,5.0
2026-04-13,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.03,263,3952.89,0.0
2026-04-14,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.99,422,4637.78,10.0
2026-04-15,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.45,299,4320.55,0.0
2026-04-16,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.76,279,4397.04,0.0
2026-04-17,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.28,290,4141.2,10.0
2026-04-18,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.25,304,4940.0,10.0
2026-04-19,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.73,368,5052.64,0.0
2026-04-20,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.8,457,4935.6,0.0
2026-04-21,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.54,252,4168.08,10.0
2026-04-22,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.52,304,4110.08,0.0
2026-04-23,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.73,370,4340.1,0.0
2026-04-24,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.51,299,4338.49,10.0
2026-04-25,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.29,328,5015.12,10.0
2026-04-26,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,17.38,266,4623.08,0.0
2026-04-27,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.54,264,3838.56,0.0
2026-04-28,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.59,273,3710.07,10.0
2026-04-29,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.14,307,4033.98,0.0
2026-04-30,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.72,365,3912.8,0.0
2026-05-01,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.95,449,4916.55,10.0
2026-05-02,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,16.68,354,5904.72,0.0
2026-05-03,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.98,409,5717.82,0.0
2026-05-04,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.1,341,4808.1,0.0
2026-05-05,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.85,426,5048.1,0.0
2026-05-06,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.44,370,4972.8,5.0
2026-05-07,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.12,292,4415.04,0.0
2026-05-08,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.27,376,4989.52,0.0
2026-05-09,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,14.18,444,6295.92,10.0
2026-05-10,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,15.28,364,5561.92,0.0
2026-05-11,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,11.12,411,4570.32,0.0
2026-05-12,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,10.81,423,4572.63,5.0
2026-05-13,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,17.28,228,3939.84,0.0
2026-05-14,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.37,321,4291.77,0.0
2026-05-15,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,13.86,302,4185.72,0.0
2026-05-16,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,17.29,276,4772.04,0.0
2026-05-17,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,17.43,292,5089.56,5.0
2026-05-18,SKU_1000,Coca Cola 200ml Mini,Coca Cola,Beverages,12.01,339,4071.39,5.0
2025-11-20,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,15.36,366,5621.76,10.0
2025-11-21,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,22.09,199,4395.91,0.0
2025-11-22,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,18.41,377,6940.57,0.0
2025-11-23,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,15.42,506,7802.52,0.0
2025-11-24,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,18.03,283,5102.49,5.0
2025-11-25,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,22.23,215,4779.45,0.0
2025-11-26,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,24.06,173,4162.38,5.0
2025-11-27,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,23.31,171,3986.01,0.0
2025-11-28,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,16.98,311,5280.78,0.0
2025-11-29,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,23.35,237,5533.95,10.0
2025-11-30,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,19.36,298,5769.28,10.0
2025-12-01,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,23.04,227,5230.08,0.0
2025-12-02,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,24.6,219,5387.4,0.0
2025-12-03,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,19.52,319,6226.88,10.0
2025-12-04,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,22.82,225,5134.5,0.0
2025-12-05,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,24.31,215,5226.65,10.0
2025-12-06,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,23.54,277,6520.58,10.0
2025-12-07,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,24.24,267,6472.08,0.0
2025-12-08,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,15.29,496,7583.84,10.0
2025-12-09,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,16.1,420,6762.0,0.0
2025-12-10,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,24.79,224,5552.96,0.0
2025-12-11,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,20.98,247,5182.06,10.0
2025-12-12,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,19.72,262,5166.64,10.0
2025-12-13,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,18.51,384,7107.84,5.0
2025-12-14,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,22.79,277,6312.83,0.0
2025-12-15,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,23.17,196,4541.32,0.0
2025-12-16,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,20.18,246,4964.28,0.0
2025-12-17,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,20.74,249,5164.26,0.0
2025-12-18,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,24.16,191,4614.56,0.0
2025-12-19,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,16.36,356,5824.16,0.0
2025-12-20,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,22.89,273,6248.97,10.0
2025-12-21,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,16.2,451,7306.2,0.0
2025-12-22,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,22.27,212,4721.24,10.0
2025-12-23,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,23.5,213,5005.5,5.0
2025-12-24,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,16.0,371,5936.0,10.0
2025-12-25,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,25.16,182,4579.12,5.0
2025-12-26,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,18.93,281,5319.33,0.0
2025-12-27,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,24.77,230,5697.1,0.0
2025-12-28,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,22.8,244,5563.2,0.0
2025-12-29,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,16.03,372,5963.16,0.0
2025-12-30,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,20.83,229,4770.07,10.0
2025-12-31,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,24.35,169,4115.15,5.0
2026-01-01,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,20.17,293,5909.81,0.0
2026-01-02,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,19.92,302,6015.84,0.0
2026-01-03,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,16.38,529,8665.02,0.0
2026-01-04,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,21.75,361,7851.75,0.0
2026-01-05,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,21.08,314,6619.12,0.0
2026-01-06,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,18.97,342,6487.74,0.0
2026-01-07,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,23.97,230,5513.1,0.0
2026-01-08,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,24.93,209,5210.37,0.0
2026-01-09,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,25.0,210,5250.0,10.0
2026-01-10,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,24.2,298,7211.6,0.0
2026-01-11,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,25.23,227,5727.21,0.0
2026-01-12,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,20.79,285,5925.15,0.0
2026-01-13,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,20.47,280,5731.6,0.0
2026-01-14,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,22.22,239,5310.58,10.0
2026-01-15,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,21.53,257,5533.21,0.0
2026-01-16,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,24.3,195,4738.5,0.0
2026-01-17,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,18.02,456,8217.12,0.0
2026-01-18,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,24.19,261,6313.59,0.0
2026-01-19,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,21.46,250,5365.0,0.0
2026-01-20,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,17.08,376,6422.08,0.0
2026-01-21,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,18.76,328,6153.28,5.0
2026-01-22,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,15.97,453,7234.41,10.0
2026-01-23,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,25.16,205,5157.8,10.0
2026-01-24,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,20.61,339,6986.79,0.0
2026-01-25,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,23.42,289,6768.38,10.0
2026-01-26,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,16.83,374,6294.42,0.0
2026-01-27,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,23.5,216,5076.0,10.0
2026-01-28,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,22.52,222,4999.44,5.0
2026-01-29,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,19.41,297,5764.77,0.0
2026-01-30,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,23.94,185,4428.9,0.0
2026-01-31,SKU_1001,Coca Cola 200ml Regular,Coca Cola,Beverages,15.45,506,7817.7,5.0
