product_id,product_name,competitor_name,competitor_price,market_region,promotion_active,rating
SKU_1045,Lay's Cream & Onion 90g Regular,Amazon India,42.37,Kolkata,False,4.8
SKU_1045,Lay's Cream & Onion 90g Regular,Flipkart Grocery,47.09,Kolkata,False,4.8
SKU_1046,Lay's Cream & Onion 90g Value,Blinkit,56.53,Kolkata,True,4.2
SKU_1046,Lay's Cream & Onion 90g Value,BigBasket,56.94,Kolkata,False,4.6
SKU_1046,Lay's Cream & Onion 90g Value,JioMart,56.56,Kolkata,True,4.0
SKU_1046,Lay's Cream & Onion 90g Value,Amazon India,53.12,Kolkata,True,4.0
SKU_1046,Lay's Cream & Onion 90g Value,Flipkart Grocery,55.09,Kolkata,True,4.8
SKU_1047,Lay's Cream & Onion 90g Family,Blinkit,65.38,Kolkata,False,4.0
SKU_1047,Lay's Cream & Onion 90g Family,BigBasket,64.69,Kolkata,True,4.2
SKU_1047,Lay's Cream & Onion 90g Family,JioMart,66.16,Kolkata,False,4.7
SKU_1047,Lay's Cream & Onion 90g Family,Amazon India,67.31,Kolkata,False,4.4
SKU_1047,Lay's Cream & Onion 90g Family,Flipkart Grocery,68.42,Kolkata,True,4.2
SKU_1048,Kurkure Masala Munch 90g Mini,Blinkit,14.54,Kolkata,True,4.4
SKU_1048,Kurkure Masala Munch 90g Mini,BigBasket,13.51,Kolkata,False,4.5
SKU_1048,Kurkure Masala Munch 90g Mini,JioMart,13.68,Kolkata,False,4.7
SKU_1048,Kurkure Masala Munch 90g Mini,Amazon India,14.89,Kolkata,True,4.7
SKU_1048,Kurkure Masala Munch 90g Mini,Flipkart Grocery,14.68,Kolkata,True,4.5
SKU_1049,Kurkure Masala Munch 90g Regular,Blinkit,20.79,Kolkata,False,4.0
SKU_1049,Kurkure Masala Munch 90g Regular,BigBasket,19.63,Kolkata,True,3.9
SKU_1049,Kurkure Masala Munch 90g Regular,JioMart,20.3,Kolkata,True,4.9
SKU_1049,Kurkure Masala Munch 90g Regular,Amazon India,20.04,Kolkata,True,4.5
SKU_1049,Kurkure Masala Munch 90g Regular,Flipkart Grocery,20.02,Kolkata,True,4.8
SKU_1050,Kurkure Masala Munch 90g Value,Blinkit,25.56,Kolkata,True,4.8
SKU_1050,Kurkure Masala Munch 90g Value,BigBasket,22.91,Kolkata,True,4.5
SKU_1050,Kurkure Masala Munch 90g Value,JioMart,23.21,Kolkata,True,4.4
SKU_1050,Kurkure Masala Munch 90g Value,Amazon India,23.64,Kolkata,False,4.9
SKU_1050,Kurkure Masala Munch 90g Value,Flipkart Grocery,23.26,Kolkata,True,4.1
SKU_1051,Kurkure Masala Munch 90g Family,Blinkit,30.87,Kolkata,True,4.2
SKU_1051,Kurkure Masala Munch 90g Family,BigBasket,31.07,Kolkata,False,4.6
SKU_1051,Kurkure Masala Munch 90g Family,JioMart,29.43,Kolkata,True,4.6
SKU_1051,Kurkure Masala Munch 90g Family,Amazon India,29.34,Kolkata,True,4.4
SKU_1051,Kurkure Masala Munch 90g Family,Flipkart Grocery,30.19,Kolkata,False,4.5
SKU_1052,Kurkure Green Chutney 90g Mini,Blinkit,14.33,Kolkata,True,4.7
SKU_1052,Kurkure Green Chutney 90g Mini,BigBasket,13.58,Kolkata,False,4.0
SKU_1052,Kurkure Green Chutney 90g Mini,JioMart,13.9,Kolkata,True,4.3
SKU_1052,Kurkure Green Chutney 90g Mini,Amazon India,13.87,Kolkata,True,4.4
SKU_1052,Kurkure Green Chutney 90g Mini,Flipkart Grocery,13.85,Kolkata,True,3.9
SKU_1053,Kurkure Green Chutney 90g Regular,Blinkit,21.32,Kolkata,True,4.0
SKU_1053,Kurkure Green Chutney 90g Regular,BigBasket,19.99,Kolkata,True,4.3
SKU_1053,Kurkure Green Chutney 90g Regular,JioMart,19.65,Kolkata,True,4.0
SKU_1053,Kurkure Green Chutney 90g Regular,Amazon India,20.36,Kolkata,True,4.3
SKU_1053,Kurkure Green Chutney 90g Regular,Flipkart Grocery,19.56,Kolkata,False,4.9
SKU_1054,Kurkure Green Chutney 90g Value,Blinkit,22.93,Kolkata,False,4.7
SKU_1054,Kurkure Green Chutney 90g Value,BigBasket,23.3,Kolkata,True,3.9
SKU_1054,Kurkure Green Chutney 90g Value,JioMart,24.12,Kolkata,True,4.1
SKU_1054,Kurkure Green Chutney 90g Value,Amazon India,23.0,Kolkata,False,4.8
SKU_1054,Kurkure Green Chutney 90g Value,Flipkart Grocery,24.87,Kolkata,True,4.6
SKU_1055,Kurkure Green Chutney 90g Family,Blinkit,32.03,Kolkata,True,3.9
SKU_1055,Kurkure Green Chutney 90g Family,BigBasket,29.36,Kolkata,True,4.8
SKU_1055,Kurkure Green Chutney 90g Family,JioMart,28.33,Kolkata,True,4.2
SKU_1055,Kurkure Green Chutney 90g Family,Amazon India,31.59,Kolkata,False,4.8
SKU_1055,Kurkure Green Chutney 90g Family,Flipkart Grocery,30.72,Kolkata,True,4.4
SKU_1056,Maggi 70g Mini,Blinkit,9.38,Kolkata,False,4.1
SKU_1056,Maggi 70g Mini,BigBasket,10.14,Kolkata,True,4.3
SKU_1056,Maggi 70g Mini,JioMart,10.3,Kolkata,False,3.9
SKU_1056,Maggi 70g Mini,Amazon India,10.03,Kolkata,True,4.6
SKU_1056,Maggi 70g Mini,Flipkart Grocery,9.56,Kolkata,True,4.0
SKU_1057,Maggi 70g Regular,Blinkit,14.82,Kolkata,True,4.7
SKU_1057,Maggi 70g Regular,BigBasket,13.46,Kolkata,True,4.6
SKU_1057,Maggi 70g Regular,JioMart,14.94,Kolkata,True,4.4
SKU_1057,Maggi 70g Regular,Amazon India,14.27,Kolkata,False,4.2
SKU_1057,Maggi 70g Regular,Flipkart Grocery,14.79,Kolkata,True,4.1
SKU_1058,Maggi 70g Value,Blinkit,15.84,Kolkata,True,4.2
SKU_1058,Maggi 70g Value,BigBasket,17.96,Kolkata,False,3.9
SKU_1058,Maggi 70g Value,JioMart,16.79,Kolkata,True,4.3
SKU_1058,Maggi 70g Value,Amazon India,16.86,Kolkata,True,4.7
SKU_1058,Maggi 70g Value,Flipkart Grocery,17.84,Kolkata,True,3.9
SKU_1059,Maggi 70g Family,Blinkit,20.49,Kolkata,False,4.0
SKU_1059,Maggi 70g Family,BigBasket,20.14,Kolkata,True,4.6
SKU_1059,Maggi 70g Family,JioMart,21.6,Kolkata,False,4.0
SKU_1059,Maggi 70g Family,Amazon India,20.05,Kolkata,True,4.3
SKU_1059,Maggi 70g Family,Flipkart Grocery,20.73,Kolkata,False,4.3
SKU_1060,Maggi Family Pack 280g Mini,Blinkit,39.6,Kolkata,True,3.9
SKU_1060,Maggi Family Pack 280g Mini,BigBasket,40.87,Kolkata,False,4.0
SKU_1060,Maggi Family Pack 280g Mini,JioMart,41.19,Kolkata,True,4.1
SKU_1060,Maggi Family Pack 280g Mini,Amazon India,39.93,Kolkata,False,4.5
SKU_1060,Maggi Family Pack 280g Mini,Flipkart Grocery,40.15,Kolkata,True,4.9
SKU_1061,Maggi Family Pack 280g Regular,Blinkit,62.23,Kolkata,False,4.2
SKU_1061,Maggi Family Pack 280g Regular,BigBasket,63.81,Kolkata,True,3.8
SKU_1061,Maggi Family Pack 280g Regular,JioMart,60.87,Kolkata,True,4.7
SKU_1061,Maggi Family Pack 280g Regular,Amazon India,58.38,Kolkata,False,3.9
SKU_1061,Maggi Family Pack 280g Regular,Flipkart Grocery,61.05,Kolkata,False,4.1
SKU_1062,Maggi Family Pack 280g Value,Blinkit,72.03,Kolkata,True,4.6
SKU_1062,Maggi Family Pack 280g Value,BigBasket,73.94,Kolkata,True,4.5
SKU_1062,Maggi Family Pack 280g Value,JioMart,69.27,Kolkata,False,4.9
SKU_1062,Maggi Family Pack 280g Value,Amazon India,71.79,Kolkata,False,4.0
SKU_1062,Maggi Family Pack 280g Value,Flipkart Grocery,70.47,Kolkata,False,4.6
